CCODE,ARDAID,ABBREV,CNAME,FIRSTYEAR,FIRSTMONTH,FIRSTDAY,LASTYEAR,LASTMONTH,LASTDAY,XCPOSNAME,XCFULLNAME,XCGIVENNAME,XCFAMNAME,XCRNAME,XCRID,XCR2ID,REMARKS
316,65,CZR,Czech Republic,1993,2,2,2003,2,1,President,Vï¿½clav Havel,Vï¿½clav,Havel,Roman Catholic,1222,1200,
316,65,CZR,Czech Republic,2003,2,2,2003,3,6,Prime Minister,Vladimï¿½r ï¿½pidla,Vladimï¿½r,ï¿½pidla,,,,
316,65,CZR,Czech Republic,2003,3,7,2013,3,7,President,Vï¿½clav Klaus,Vï¿½clav,Klaus,Hussite,1700,1700,
316,65,CZR,Czech Republic,2013,3,8,,,,President,Miloï¿½ Zeman,Miloï¿½,Zeman,Atheist,9100,9100,
317,202,SLO,Slovakia,1993,1,1,1994,3,15,Prime Minister,Vladimï¿½r Me?iar,Vladimï¿½r,Me?iar,,,,
317,202,SLO,Slovakia,1994,3,16,1994,12,12,Prime Minister,Jozef Morav?ï¿½k,Jozef,Morav?ï¿½k,,,,
317,202,SLO,Slovakia,1994,12,13,1998,10,29,Prime Minister,Vladimï¿½r Me?iar,Vladimï¿½r,Me?iar,,,,
317,202,SLO,Slovakia,1998,10,30,2006,7,3,Prime Minister,Mikulï¿½ Dzurinda,Mikulï¿½,Dzurinda,Roman Catholic,1222,1200,from 2011 (source no longer available)
317,202,SLO,Slovakia,2006,7,4,2010,7,7,Prime Minister,Robert Fico,Robert,Fico,Not Religious,9001,9000,from 2011 (source no longer available); uncertain
317,202,SLO,Slovakia,2010,7,8,2012,4,3,Prime Minister,Iveta Radi?ovï¿½,Iveta,Radi?ovï¿½,Roman Catholic,1222,1200,from 2011 (source no longer available)
317,202,SLO,Slovakia,2012,4,4,2018,3,21,Prime Minister,Robert Fico,Robert,Fico,,,,
317,202,SLO,Slovakia,2018,3,22,,,,Prime Minister,Peter Pellegrini,Peter,Pellegrini,,,,
325,115,ITA,Italy,1945,12,10,1953,8,16,Prime Minister,Alcide De Gasperi,Alcide,De Gasperi,Roman Catholic,1222,1200,
325,115,ITA,Italy,1953,8,17,1954,1,11,Prime Minister,Giuseppe Pella,Giuseppe,Pella,,,,
325,115,ITA,Italy,1954,1,12,1954,1,17,Prime Minister,vacant,,,,,,
325,115,ITA,Italy,1954,1,18,1954,2,7,Prime Minister,Amintore Fanfani,Amintore,Fanfani,Roman Catholic,1222,1200,
325,115,ITA,Italy,1954,2,8,1954,2,9,Prime Minister,vacant,,,,,,
325,115,ITA,Italy,1954,2,10,1955,7,5,Prime Minister,Mario Scelba,Mario,Scelba,,,,
325,115,ITA,Italy,1955,7,6,1957,5,14,Prime Minister,Antonio Segni,Antonio,Segni,Roman Catholic,1222,1200,
325,115,ITA,Italy,1957,5,15,1957,5,18,Prime Minister,vacant,,,,,,
325,115,ITA,Italy,1957,5,19,1958,6,30,Prime Minister,Adone Zoli,Adone,Zoli,,,,
325,115,ITA,Italy,1958,7,1,1959,2,14,Prime Minister,Amintore Fanfani,Amintore,Fanfani,Roman Catholic,1222,1200,
325,115,ITA,Italy,1959,2,15,1960,3,22,Prime Minister,Antonio Segni,Antonio,Segni,Roman Catholic,1222,1200,
325,115,ITA,Italy,1960,3,23,1960,3,24,Prime Minister,vacant,,,,,,
325,115,ITA,Italy,1960,3,25,1960,7,25,Prime Minister,Fernando Tambroni,Fernando,Tambroni,,,,
325,115,ITA,Italy,1960,7,26,1963,6,20,Prime Minister,Amintore Fanfani,Amintore,Fanfani,Roman Catholic,1222,1200,
325,115,ITA,Italy,1963,6,21,1963,12,3,Prime Minister,Giovanni Leone,Giovanni,Leone,Roman Catholic,1222,1200,
325,115,ITA,Italy,1963,12,4,1968,6,23,Prime Minister,Aldo Moro,Aldo,Moro,Roman Catholic,1222,1200,
325,115,ITA,Italy,1968,6,24,1968,12,11,Prime Minister,Giovanni Leone,Giovanni,Leone,Roman Catholic,1222,1200,
325,115,ITA,Italy,1968,12,12,1970,8,5,Prime Minister,Mariano Rumor,Mariano,Rumor,,,,
325,115,ITA,Italy,1970,8,6,1972,2,16,Prime Minister,Emilio Colombo,Emilio,Colombo,Roman Catholic,1222,1200,
325,115,ITA,Italy,1972,2,17,1973,7,6,Prime Minister,Giulio Andreotti,Giulio,Andreotti,Roman Catholic,1222,1200,
325,115,ITA,Italy,1973,7,7,1973,7,25,Prime Minister,vacant,,,,,,
325,115,ITA,Italy,1973,7,26,1974,11,22,Prime Minister,Mariano Rumor,Mariano,Rumor,,,,
325,115,ITA,Italy,1974,11,23,1976,7,28,Prime Minister,Aldo Moro,Aldo,Moro,Roman Catholic,1222,1200,
325,115,ITA,Italy,1976,7,29,1979,8,3,Prime Minister,Giulio Andreotti,Giulio,Andreotti,Roman Catholic,1222,1200,
325,115,ITA,Italy,1979,8,4,1980,10,17,Prime Minister,Francesco Cossiga,Francesco,Cossiga,Roman Catholic,1222,1200,
325,115,ITA,Italy,1980,10,18,1981,6,27,Prime Minister,Arnaldo Forlani,Arnaldo,Forlani,Roman Catholic,1222,1200,
325,115,ITA,Italy,1981,6,28,1982,11,30,Prime Minister,Giovanni Spadolini,Giovanni,Spadolini,Roman Catholic,1222,1200,
325,115,ITA,Italy,1982,12,1,1983,8,3,Prime Minister,Amintore Fanfani,Amintore,Fanfani,Roman Catholic,1222,1200,
325,115,ITA,Italy,1983,8,4,1987,4,16,Prime Minister,"Benedetto ""Bettino"" Craxi",Bettino,Craxi,Roman Catholic,1222,1200,
325,115,ITA,Italy,1987,4,17,1987,7,27,Prime Minister,Amintore Fanfani,Amintore,Fanfani,Roman Catholic,1222,1200,
325,115,ITA,Italy,1987,7,28,1988,4,12,Prime Minister,Giovanni Giuseppe Goria,Giovanni,Goria,,,,
325,115,ITA,Italy,1988,4,13,1989,7,21,Prime Minister,Ciriaco Luigi de Mita,Ciriaco,de Mita,Roman Catholic,1222,1200,from 2011 (source no longer available)
325,115,ITA,Italy,1989,7,22,1992,6,23,Prime Minister,Giulio Andreotti,Giulio,Andreotti,Roman Catholic,1222,1200,
325,115,ITA,Italy,1992,6,24,1992,6,27,Prime Minister,vacant,,,,,,
325,115,ITA,Italy,1992,6,28,1993,4,27,Prime Minister,Giuliano Amato,Giuliano,Amato,,,,
325,115,ITA,Italy,1993,4,28,1994,5,9,Prime Minister,Carlo Azeglio Ciampi,Carlo,Ciampi,Roman Catholic,1222,1200,
325,115,ITA,Italy,1994,5,10,1995,1,16,Prime Minister,Silvio Berlusconi,Silvio,Berlusconi,Roman Catholic,1222,1200,
325,115,ITA,Italy,1995,1,17,1996,5,16,Prime Minister,Lamberto Dini,Lamberto,Dini,Roman Catholic,1222,1200,
325,115,ITA,Italy,1996,5,17,1998,10,20,Prime Minister,Romano Prodi,Romano,Prodi,Roman Catholic,1222,1200,
325,115,ITA,Italy,1998,10,21,2000,4,24,Prime Minister,Massimo D'Alema,Massimo,D'Alema,Roman Catholic,1222,1200,
325,115,ITA,Italy,2000,4,25,2001,6,10,Prime Minister,Giuliano Amato,Giuliano,Amato,,,,
325,115,ITA,Italy,2001,6,11,2006,5,16,Prime Minister,Silvio Berlusconi,Silvio,Berlusconi,Roman Catholic,1222,1200,
325,115,ITA,Italy,2006,5,17,2008,5,7,Prime Minister,Romano Prodi,Romano,Prodi,Roman Catholic,1222,1200,
325,115,ITA,Italy,2008,5,8,2011,11,15,Prime Minister,Silvio Berlusconi,Silvio,Berlusconi,Roman Catholic,1222,1200,
325,115,ITA,Italy,2011,11,16,2013,4,27,Prime Minister,Mario Monti,Mario,Monti,Roman Catholic,1222,1200,
325,115,ITA,Italy,2013,4,28,2014,2,21,Prime Minister,Enrico Letta,Enrico,Letta,Roman Catholic,1222,1200,
325,115,ITA,Italy,2014,2,22,2016,12,11,Prime Minister,Matteo Renzi,Matteo,Renzi,Roman Catholic,1222,1200,
325,115,ITA,Italy,2016,12,12,2018,5,31,Prime Minister,Paolo Gentiloni Silveri,Paolo,Gentiloni,Roman Catholic,1222,1200,
325,115,ITA,Italy,2018,6,1,,,,Prime Minister,Giuseppe Conte,Giuseppe,Conte,,,,
331,194,SNM,San Marino,1945,10,1,1946,3,31,Captains Regent,Ferruccio Martelli & Secondo Fiorini,,[2 persons],,,,
331,194,SNM,San Marino,1946,4,1,1946,9,30,Captains Regent,Giuseppe Forcellini & Vincenzo Pedini,,[2 persons],,,,
331,194,SNM,San Marino,1946,10,1,1947,3,31,Captains Regent,Filippo Martelli & Luigi Montironi,,[2 persons],,,,
331,194,SNM,San Marino,1947,4,1,1947,9,30,Captains Regent,Marino Della Balda & Luigi Zafferani,,[2 persons],,,,
331,194,SNM,San Marino,1947,10,1,1948,3,31,Captains Regent,Domenico Forcellini & Mariano Ceccoli,,[2 persons],,,,
331,194,SNM,San Marino,1948,4,1,1948,9,30,Captains Regent,Arnaldo Para & Giuseppe Renzi,,[2 persons],,,,
331,194,SNM,San Marino,1948,10,1,1949,3,31,Captains Regent,Giordano Giacomini & Domenico Tomassoni,,[2 persons],,,,
331,194,SNM,San Marino,1949,4,1,1949,9,30,Captains Regent,Ferruccio Martelli & Primo Bugli,,[2 persons],,,,
331,194,SNM,San Marino,1949,10,1,1950,3,31,Captains Regent,Vincenzo Pedini & Agostino Biordi,,[2 persons],,,,
331,194,SNM,San Marino,1950,4,1,1950,9,30,Captains Regent,Giuseppe Forcellini & Primo Taddei,,[2 persons],,,,
331,194,SNM,San Marino,1950,10,1,1951,3,31,Captains Regent,Marino Della Balda & Luigi Montironi,,[2 persons],,,,
331,194,SNM,San Marino,1951,4,1,1951,9,30,Captains Regent,Alvaro Casali & Romolo Giacomini,,[2 persons],,,,
331,194,SNM,San Marino,1951,10,1,1952,3,31,Captains Regent,Domenico Forcellini & Giovanni Terenzi,,[2 persons],,,,
331,194,SNM,San Marino,1952,4,1,1952,9,30,Captains Regent,Domenico Morganti & Mariano Ceccoli,,[2 persons],,,,
331,194,SNM,San Marino,1952,10,1,1953,3,31,Captains Regent,Arnaldo Para & Eugenio Bernardini,,[2 persons],,,,
331,194,SNM,San Marino,1953,4,1,1953,9,30,Captains Regent,Vincenzo Pedini & Alberto Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1953,10,1,1954,3,31,Captains Regent,Giordano Giacomini & Giuseppe Renzi,,[2 persons],,,,
331,194,SNM,San Marino,1954,4,1,1954,9,30,Captains Regent,Giuseppe Forcellini & Secondo Fiorini,,[2 persons],,,,
331,194,SNM,San Marino,1954,10,1,1955,3,31,Captains Regent,Agostino Giacomini & Luigi Montironi,,[2 persons],,,,
331,194,SNM,San Marino,1955,4,1,1955,9,30,Captains Regent,Domenico Forcellini & Vittorio Meloni,,[2 persons],,,,
331,194,SNM,San Marino,1955,10,1,1956,3,31,Captains Regent,Primo Bugli & Giuseppe Maiani,,[2 persons],,,,
331,194,SNM,San Marino,1956,4,1,1956,9,30,Captains Regent,Mario Nanni & Enrico Andreoli,,[2 persons],,,,
331,194,SNM,San Marino,1956,10,1,1957,3,31,Captains Regent,Mariano Ceccoli & Eugenio Bernardini,,[2 persons],,,,
331,194,SNM,San Marino,1957,4,1,1957,10,9,Captains Regent,Giordano Giacomini & Primo Marani,,[2 persons],,,,
331,194,SNM,San Marino,1957,10,10,1958,10,26,Provisional Government,"Federico Bigi, Alvaro Casali, Pietro Giancecchi, & Zaccaria Giovanni Savoretti",,[4 persons],,,,
331,194,SNM,San Marino,1957,10,27,1958,3,31,Captains Regent,Marino Valdes Franciosi & Federico Micheloni,,[2 persons],,,,
331,194,SNM,San Marino,1958,4,1,1958,9,30,Captains Regent,Zaccaria Giovanni Savoretti & Stelio Montironi,,[2 persons],,,,
331,194,SNM,San Marino,1958,10,1,1959,3,31,Captains Regent,Domenico Forcellini & Pietro Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1959,4,1,1959,9,30,Captains Regent,Marino Benedetto Belluzzi & Agostino Biordi,,[2 persons],,,,
331,194,SNM,San Marino,1959,10,1,1960,3,31,Captains Regent,Giuseppe Forcellini & Ferruccio Piva,,[2 persons],,,,
331,194,SNM,San Marino,1960,4,1,1960,9,30,Captains Regent,Alvaro Casali & Gino Vannucci,,[2 persons],,,,
331,194,SNM,San Marino,1960,10,1,1961,3,31,Captains Regent,Eugenio Reffi & Pietro Giancecchi,,[2 persons],,,,
331,194,SNM,San Marino,1961,4,1,1961,9,30,Captains Regent,Federico Micheloni & Giancarlo Ghironzi,,[2 persons],,,,
331,194,SNM,San Marino,1961,10,1,1962,3,31,Captains Regent,Giovanni Vito Marcucci & Pio Galassi,,[2 persons],,,,
331,194,SNM,San Marino,1962,4,1,1962,9,30,Captains Regent,Domenico Forcellini & Francesco Valli,,[2 persons],,,,
331,194,SNM,San Marino,1962,10,1,1963,3,31,Captains Regent,Antonio Maria Morganti & Agostino Biordi,,[2 persons],,,,
331,194,SNM,San Marino,1963,4,1,1963,9,30,Captains Regent,Leonida Suzzi Valli & Stelio Montironi,,[2 persons],,,,
331,194,SNM,San Marino,1963,10,1,1964,3,31,Captains Regent,Giovan Luigi Franciosi & Domenico Bollini,,[2 persons],,,,
331,194,SNM,San Marino,1964,4,1,1964,9,30,Captains Regent,Marino Benedetto Belluzzi & Eusebio Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1964,10,1,1965,3,31,Captains Regent,Giuseppe Micheloni & Pier Marino Mularoni,,[2 persons],,,,
331,194,SNM,San Marino,1965,4,1,1965,9,30,Captains Regent,Ferruccio Piva & Federico Carattoni,,[2 persons],,,,
331,194,SNM,San Marino,1965,10,1,1966,3,31,Captains Regent,Alvaro Casali & Pietro Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1966,4,1,1966,9,30,Captains Regent,Francesco Valli & Emilio Della Balda,,[2 persons],,,,
331,194,SNM,San Marino,1966,10,1,1967,3,31,Captains Regent,Giovanni Vito Marcucci & Francesco Maria Francini,,[2 persons],,,,
331,194,SNM,San Marino,1967,4,1,1967,9,30,Captains Regent,Vittorio Rossini & Alberto Lonfernini,,[2 persons],,,,
331,194,SNM,San Marino,1967,10,1,1968,3,31,Captains Regent,Domenico Forcellini & Romano Michelotti,,[2 persons],,,,
331,194,SNM,San Marino,1968,4,1,1968,9,30,Captains Regent,Marino Benedetto Belluzzi & Dante Rossi,,[2 persons],,,,
331,194,SNM,San Marino,1968,10,1,1969,3,31,Captains Regent,Pietro Giancecchi & Aldo Zavoli,,[2 persons],,,,
331,194,SNM,San Marino,1969,4,1,1969,9,30,Captains Regent,Ferruccio Piva & Stelio Montironi,,[2 persons],,,,
331,194,SNM,San Marino,1969,10,1,1970,3,31,Captains Regent,Alvaro Casali & Giancarlo Ghironzi,,[2 persons],,,,
331,194,SNM,San Marino,1970,4,1,1970,9,30,Captains Regent,Francesco Valli & Eusebio Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1970,10,1,1971,3,31,Captains Regent,Simone Rossini & Giuseppe Lonfernini,,[2 persons],,,,
331,194,SNM,San Marino,1971,4,1,1971,9,30,Captains Regent,Luigi Lonfernini & Attilio Montanari,,[2 persons],,,,
331,194,SNM,San Marino,1971,10,1,1972,3,31,Captains Regent,Federico Carattoni & Marino Vagnetti,,[2 persons],,,,
331,194,SNM,San Marino,1972,4,1,1972,9,30,Captains Regent,Marino Benedetto Belluzzi & Giuseppe Micheloni,,[2 persons],,,,
331,194,SNM,San Marino,1972,10,1,1973,3,31,Captains Regent,Rosolino Martelli & Bruno Casali,,[2 persons],,,,
331,194,SNM,San Marino,1973,4,1,1973,9,30,Captains Regent,Francesco Maria Francini & Primo Bugli,,[2 persons],,,,
331,194,SNM,San Marino,1973,10,1,1974,3,31,Captains Regent,Antonio Lazzaro Volpinari & Giovan Luigi Franciosi,,[2 persons],,,,
331,194,SNM,San Marino,1974,4,1,1974,9,30,Captains Regent,Ferruccio Piva & Giordano Bruno Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1974,10,1,1975,3,31,Captains Regent,Francesco Valli & Enrico Andreoli,,[2 persons],,,,
331,194,SNM,San Marino,1975,4,1,1975,9,30,Captains Regent,Alberto Cecchetti & Michele Righi,,[2 persons],,,,
331,194,SNM,San Marino,1975,10,1,1976,3,31,Captains Regent,Giovanni Vito Marcucci & Giuseppe Della Balda,,[2 persons],,,,
331,194,SNM,San Marino,1976,4,1,1976,9,30,Captains Regent,Clelio Galassi & Marino Venturini,,[2 persons],,,,
331,194,SNM,San Marino,1976,10,1,1977,3,31,Captains Regent,Primo Bugli & Virgilio Cardelli,,[2 persons],,,,
331,194,SNM,San Marino,1977,4,1,1977,9,30,Captains Regent,Alberto Lonfernini & Antonio Lazzaro Volpinari,,[2 persons],,,,
331,194,SNM,San Marino,1977,10,1,1978,3,31,Captains Regent,Giordano Bruno Reffi & Tito Masi,,[2 persons],,,,
331,194,SNM,San Marino,1978,4,1,1978,9,30,Captains Regent,Francesco Valli & Enrico Andreoli,,[2 persons],,,,
331,194,SNM,San Marino,1978,10,1,1979,3,31,Captains Regent,Ermenegildo Gasperoni & Adriano Reffi,,[2 persons],,,,
331,194,SNM,San Marino,1979,4,1,1979,9,30,Captains Regent,Marino Bollini & Lino Celli,,[2 persons],,,,
331,194,SNM,San Marino,1979,10,1,1980,3,31,Captains Regent,Giuseppe Amici & Germano De Biagi,,[2 persons],,,,
331,194,SNM,San Marino,1980,4,1,1980,9,30,Captains Regent,Pietro Chiaruzzi & Primo Marani,,[2 persons],,,,
331,194,SNM,San Marino,1980,10,1,1981,3,31,Captains Regent,Giancarlo Berardi & Rossano Zafferani,,[2 persons],,,,
331,194,SNM,San Marino,1981,4,1,1981,9,30,Captains Regent,Gastone Pasolini & Maria Lea Pedini-Angelini,,[2 persons],,,,
331,194,SNM,San Marino,1981,10,1,1982,3,31,Captains Regent,Mario Rossi & Ubaldo Biordi,,[2 persons],,,,
331,194,SNM,San Marino,1982,4,1,1982,9,30,Captains Regent,Giuseppe Maiani & Marino Venturini,,[2 persons],,,,
331,194,SNM,San Marino,1982,10,1,1983,3,31,Captains Regent,Libero Barulli & Maurizio Gobbi,,[2 persons],,,,
331,194,SNM,San Marino,1983,4,1,1983,9,30,Captains Regent,Adriano Reffi & Massimo Roberto Rossini,,[2 persons],,,,
331,194,SNM,San Marino,1983,10,1,1984,3,31,Captains Regent,Renzo Renzi & Germano De Biagi,,[2 persons],,,,
331,194,SNM,San Marino,1984,4,1,1984,9,30,Captains Regent,Gloriana Ranocchini & Giorgio Crescentini,,[2 persons],,,,
331,194,SNM,San Marino,1984,10,1,1985,3,31,Captains Regent,Marino Bollini & Giuseppe Amici,,[2 persons],,,,
331,194,SNM,San Marino,1985,4,1,1985,9,30,Captains Regent,Enzo Colombini & Severiano Tura,,[2 persons],,,,
331,194,SNM,San Marino,1985,10,1,1986,3,31,Captains Regent,Pier Paolo Gasperoni & Ubaldo Biordi,,[2 persons],,,,
331,194,SNM,San Marino,1986,4,1,1986,9,30,Captains Regent,Marino Venturini & Ariosto Maiani,,[2 persons],,,,
331,194,SNM,San Marino,1986,10,1,1987,3,31,Captains Regent,Giuseppe Arzilli & Maurizio Tomassoni,,[2 persons],,,,
331,194,SNM,San Marino,1987,4,1,1987,9,30,Captains Regent,Renzo Renzi & Carlo Franciosi,,[2 persons],,,,
331,194,SNM,San Marino,1987,10,1,1988,3,31,Captains Regent,Rossano Zafferani & Gianfranco Terenzi,,[2 persons],,,,
331,194,SNM,San Marino,1988,4,1,1988,9,30,Captains Regent,Umberto Barulli & Rosolino Martelli,,[2 persons],,,,
331,194,SNM,San Marino,1988,10,1,1989,3,31,Captains Regent,Luciano Cardelli & Reves Salvatori,,[2 persons],,,,
331,194,SNM,San Marino,1989,4,1,1989,9,30,Captains Regent,Mauro Fiorini & Marino Vagnetti,,[2 persons],,,,
331,194,SNM,San Marino,1989,10,1,1990,3,31,Captains Regent,Gloriana Ranocchini & Leo Achilli,,[2 persons],,,,
331,194,SNM,San Marino,1990,4,1,1990,9,30,Captains Regent,Adolmiro Bartolini & Ottaviano Rossi,,[2 persons],,,,
331,194,SNM,San Marino,1990,10,1,1991,3,31,Captains Regent,Cesare Antonio Gasperoni & Roberto Bucci,,[2 persons],,,,
331,194,SNM,San Marino,1991,4,1,1991,9,30,Captains Regent,Domenico Bernardini & Claudio Podeschi,,[2 persons],,,,
331,194,SNM,San Marino,1991,10,1,1992,3,31,Captains Regent,Edda Ceccoli & Marino Riccardi,,[2 persons],,,,
331,194,SNM,San Marino,1992,4,1,1992,9,30,Captains Regent,Germano De Biagi & Ernesto Benedettini,,[2 persons],,,,
331,194,SNM,San Marino,1992,10,1,1993,3,31,Captains Regent,Romeo Morri & Marino Zanotti,,[2 persons],,,,
331,194,SNM,San Marino,1993,4,1,1993,9,30,Captains Regent,Patrizia Busignani & Salvatore Tonelli,,[2 persons],,,,
331,194,SNM,San Marino,1993,10,1,1994,3,31,Captains Regent,Gian Luigi Berti & Paride Andreoli,,[2 persons],,,,
331,194,SNM,San Marino,1994,4,1,1994,9,30,Captains Regent,Alberto Cecchetti & Fausto Mularoni,,[2 persons],,,,
331,194,SNM,San Marino,1994,10,1,1995,3,31,Captains Regent,Renzo Ghiotti & Luciano Ciavatta,,[2 persons],,,,
331,194,SNM,San Marino,1995,4,1,1995,9,30,Captains Regent,Marino Bollini & Settimio Lonfernini,,[2 persons],,,,
331,194,SNM,San Marino,1995,10,1,1996,3,31,Captains Regent,Pier Natalino Mularoni & Marino Venturini,,[2 persons],,,,
331,194,SNM,San Marino,1996,4,1,1996,9,30,Captains Regent,Pier Paolo Gasperoni & Pietro Bugli,,[2 persons],,,,
331,194,SNM,San Marino,1996,10,1,1997,3,31,Captains Regent,Maurizio Rattini & Giancarlo Venturini,,[2 persons],,,,
331,194,SNM,San Marino,1997,4,1,1997,9,30,Captains Regent,Paride Andreoli & Pier Marino Mularoni,,[2 persons],,,,
331,194,SNM,San Marino,1997,10,1,1998,3,31,Captains Regent,Luigi Mazza & Marino Zanotti,,[2 persons],,,,
331,194,SNM,San Marino,1998,4,1,1998,9,30,Captains Regent,Alberto Cecchetti & Loris Francini,,[2 persons],,,,
331,194,SNM,San Marino,1998,10,1,1999,3,31,Captains Regent,Pietro Berti & Paolo Bollini,,[2 persons],,,,
331,194,SNM,San Marino,1999,4,1,1999,9,30,Captains Regent,Antonello Bacciocchi & Rosa Zafferani,,[2 persons],,,,
331,194,SNM,San Marino,1999,10,1,2000,3,31,Captains Regent,Marino Bollini & Giuseppe Arzilli,,[2 persons],,,,
331,194,SNM,San Marino,2000,4,1,2000,9,30,Captains Regent,Maria Domenica Michelotti & Gian Marco Marcucci,,[2 persons],,,,
331,194,SNM,San Marino,2000,10,1,2001,3,31,Captains Regent,Gianfranco Terenzi & Enzo Colombini,,[2 persons],,,,
331,194,SNM,San Marino,2001,4,1,2001,9,30,Captains Regent,Luigi Lonfernini & Fabio Berardi,,[2 persons],,,,
331,194,SNM,San Marino,2001,10,1,2002,3,31,Captains Regent,Alberto Cecchetti & Gino Giovagnoli,,[2 persons],,,,
331,194,SNM,San Marino,2002,4,1,2002,9,30,Captains Regent,Antonio Lazzaro Volpinari & Giuseppe Maria Morganti,,[2 persons],,,,
331,194,SNM,San Marino,2002,10,1,2003,3,31,Captains Regent,Mauro Chiaruzzi & Giuseppe Maria Morganti,,[2 persons],,,,
331,194,SNM,San Marino,2003,4,1,2003,9,30,Captains Regent,Pier Marino Menicucci & Giovanni Giannoni,,[2 persons],,,,
331,194,SNM,San Marino,2003,10,1,2004,3,31,Captains Regent,Giovanni Lonfernini & Valeria Ciavatta,,[2 persons],,,,
331,194,SNM,San Marino,2004,4,1,2004,9,30,Captains Regent,Paolo Bollini & Marino Riccardi,,[2 persons],,,,
331,194,SNM,San Marino,2004,10,1,2005,3,31,Captains Regent,Giuseppe Arzilli & Roberto Raschi,,[2 persons],,,,
331,194,SNM,San Marino,2005,4,1,2005,9,30,Captains Regent,Fausta Simona Morganti & Cesare Antonio Gasperoni,,[2 persons],,,,
331,194,SNM,San Marino,2005,10,1,2006,3,31,Captains Regent,Claudio Muccioli & Antonello Bacciocchi,,[2 persons],,,,
331,194,SNM,San Marino,2006,4,1,2006,9,30,Captains Regent,Gianfranco Terenzi & Loris Francini,,[2 persons],,,,
331,194,SNM,San Marino,2006,10,1,2007,3,31,Captains Regent,Antonio Carratoni & Roberto Giorgetti,,[2 persons],,,,
331,194,SNM,San Marino,2007,4,1,2007,9,30,Captains Regent,Alessandro Mancini & Alessandro Rossi,,[2 persons],,,,
331,194,SNM,San Marino,2007,10,1,2008,3,31,Captains Regent,Mirko Tomassoni & Alberto Selva,,[2 persons],,,,
331,194,SNM,San Marino,2008,4,1,2008,9,30,Captains Regent,Rosa Zafferani & Federico Pedini Amati,,[2 persons],,,,
331,194,SNM,San Marino,2008,10,1,2009,3,31,Captains Regent,"Ernesto Benedettini & Assunta ""Tina"" Meloni",,[2 persons],,,,
331,194,SNM,San Marino,2009,4,1,2009,9,30,Captains Regent,Oscar Mina & Massimo Cenci,,[2 persons],,,,
331,194,SNM,San Marino,2009,10,1,2010,3,31,Captains Regent,Stefano Palmieri & Francesco Mussoni,,[2 persons],,,,
331,194,SNM,San Marino,2010,4,1,2010,9,30,Captains Regent,Marco Conti & Glauco Sansovini,,[2 persons],,,,
